Apis_Gene_ID,Apis_Genbank_ID,BEEBASE,OGS_v1_1,Bombus_Genbank_ID,Bombus_Gene_ID,Bombus_Description
LOC412288,XP_006571587.1,GB54939,NA,NA,NA,NA
LOC412288,XP_016769000.1,GB54939,NA,XP_012166738.1,LOC100650754,WD repeat-containing protein 7 isoform X1
LOC412288,XP_016769005.1,GB54939,NA,XP_012167885.1,LOC100650754,WD repeat-containing protein 7 isoform X3
LOC412288,XP_016769008.1,GB54939,NA,XP_012167355.1,LOC100650754,WD repeat-containing protein 7 isoform X2
LOC412288,XP_016769010.1,GB54939,NA,XP_012169002.1,LOC100650754,WD repeat-containing protein 7 isoform X5
LOC412288,XP_016769015.1,GB54939,NA,XP_012169603.1,LOC100650754,WD repeat-containing protein 7 isoform X6
LOC412288,XP_016769019.1,GB54939,NA,XP_012170772.1,LOC100650754,WD repeat-containing protein 7 isoform X8
LOC412288,XP_016769025.1,GB54939,NA,XP_012170194.1,LOC100650754,WD repeat-containing protein 7 isoform X7
LOC412288,XP_016769026.1,GB54939,NA,XP_003392925.1,LOC100650754,WD repeat-containing protein 7 isoform X11
LOC412288,XP_016769028.1,GB54939,NA,NA,NA,NA
LOC412288,XP_016769033.1,GB54939,NA,XP_012173009.1,LOC100650754,WD repeat-containing protein 7 isoform X12
LOC412288,XP_016769039.1,GB54939,NA,NA,NA,NA
LOC412288,XP_016769042.1,GB54939,NA,NA,NA,NA
LOC412288,XP_016769052.1,GB54939,NA,XP_012173588.1,LOC100650754,WD repeat-containing protein 7 isoform X13
LOC412289,XP_006567399.1,GB53382,NA,XP_012167042.1,LOC100651131,cytosolic Fe-S cluster assembly factor NUBP1 homolog
LOC412289,XP_006567400.1,GB53382,NA,NA,NA,NA
LOC412291,XP_395752.2,GB53380,GB11958,XP_012175824.1,LOC100646895,uncharacterized protein KIAA2013 homolog isoform X2
LOC412293,XP_006562156.1,GB46731,GB12105,XP_003395416.2,LOC100643281,LOW QUALITY PROTEIN: membrane-bound transcription factor site-1 protease
LOC412294,XP_395755.2,GB49119,GB11484,XP_003394319.1,LOC100645790,deoxynucleotidyltransferase terminal-interacting protein 2 isoform X2
LOC412295,XP_003249303.1,GB49080,GB16453,XP_003394312.1,LOC100644998,nose resistant to fluoxetine protein 6-like
LOC412295,XP_006558482.1,GB49080,NA,NA,NA,NA
LOC412296,XP_395757.3,GB41654,GB11734,XP_003400402.1,LOC100650784,deformed epidermal autoregulatory factor 1
LOC412299,XP_395760.4,GB51689,GB12077,XP_003401764.1,LOC100648610,muscarinic acetylcholine receptor DM1 isoform X1
LOC412301,XP_006564903.1,GB52731,GB18728,NA,NA,NA
LOC412301,XP_006564906.1,GB52731,NA,NA,NA,NA
LOC412301,XP_006564907.1,GB52731,NA,NA,NA,NA
LOC412301,XP_016771839.1,GB52731,NA,NA,NA,NA
LOC412301,XP_016771840.1,GB52731,NA,NA,NA,NA
LOC412302,XP_395763.3,GB48402,GB15724,XP_003398211.1,LOC100648642,zinc finger C4H2 domain-containing protein isoform X2
LOC412302,XP_006562862.1,GB48402,NA,XP_012167861.1,LOC100648642,zinc finger C4H2 domain-containing protein isoform X1
LOC412302,XP_006562863.1,GB48402,NA,NA,NA,NA
LOC412303,XP_395764.2,GB41346,GB10130,XP_012173517.1,LOC100648187,choline-phosphate cytidylyltransferase A-like isoform X2
LOC412303,XP_006569984.1,GB41346,NA,NA,NA,NA
LOC412303,XP_006569986.1,GB41346,NA,XP_012173520.1,LOC100648187,choline-phosphate cytidylyltransferase A-like isoform X4
LOC412303,XP_016767853.1,GB41346,NA,NA,NA,NA
LOC412304,XP_016769703.1,GB48350,GB11191,XP_003398346.1,LOC100645292,dehydrogenase/reductase SDR family member 4
LOC412304,NP_001263356.1,GB48350,NA,NA,NA,NA
LOC412305,XP_395766.4,GB48351,GB13045,XP_003398461.1,LOC100648985,succinate-semialdehyde dehydrogenase%2C mitochondrial
LOC412306,XP_395767.4,GB48352,GB11964,XP_003398442.1,LOC100646593,TBC1 domain family member 14-like
LOC412308,XP_006559671.1,GB40362,GB15388,XP_003397050.2,LOC100644405,flap endonuclease 1 isoform X1
LOC412309,XP_395770.1,GB49368,GB12587,XP_003399897.1,LOC100647784,ras-related C3 botulinum toxin substrate 1-like
LOC412310,XP_395771.3,GB52525,GB19203,XP_003398123.1,LOC100647426,cilia- and flagella-associated protein 20-like
LOC412313,XP_395774.2,GB43623,GB11852,XP_012171781.1,LOC100642819,LOW QUALITY PROTEIN: probable ATP-dependent RNA helicase DDX17
LOC412313,XP_006560270.1,GB43623,NA,NA,NA,NA
LOC412313,XP_016771895.1,GB43623,NA,NA,NA,NA
LOC412314,XP_016773511.1,GB55448,GB18005,XP_012174354.1,LOC105666804,LOW QUALITY PROTEIN: protein DGCR14 homolog
LOC412315,XP_395776.1,GB55566,GB19461,XP_012174350.1,LOC100645272,LOW QUALITY PROTEIN: ran-specific GTPase-activating protein-like
LOC412315,XP_006568872.1,GB55566,NA,NA,NA,NA
LOC412316,XP_016772943.1,GB50630,GB14667,XP_003393446.1,LOC100646052,sodium/potassium/calcium exchanger 4-like
LOC412318,XP_395779.3,GB55989,GB10746,XP_003401629.1,LOC100652019,AN1-type zinc finger protein 2A
LOC412319,XP_006561979.1,GB53223,GB16638,XP_003397500.1,LOC100650000,rhomboid-related protein 2 isoform X3
LOC412319,XP_006561978.1,GB53223,NA,NA,NA,NA
LOC412319,XP_395780.4,GB53223,NA,XP_012166762.1,LOC100650000,rhomboid-related protein 2 isoform X1
LOC412320,XP_395781.2,GB54089,GB16019,XP_012171735.1,LOC100649783,solute carrier family 35 member F6
LOC412320,XP_006563130.1,GB54089,NA,NA,NA,NA
LOC412323,XP_395784.2,GB43905,GB18490,XP_012175057.1,LOC100645899,stomatin-like protein 2%2C mitochondrial
LOC412326,XP_395787.4,GB40706,GB14628,XP_003399495.1,LOC100647869,uncharacterized protein LOC100647869
LOC412326,XP_006562338.1,GB40706,NA,NA,NA,NA
LOC412326,XP_006562339.1,GB40706,NA,NA,NA,NA
LOC412326,XP_016771097.1,GB40706,NA,NA,NA,NA
LOC412328,XP_395789.1,GB50918,GB17699,XP_003403335.1,LOC100652304,NADH dehydrogenase [ubiquinone] iron-sulfur protein 6%2C mitochondrial
LOC412330,XP_006564781.1,GB46581,GB10381,XP_012175769.1,LOC100643356,ubiquitin-conjugating enzyme E2 H
LOC412331,XP_395792.4,GB46594,GB15232,XP_003394048.1,LOC100642989,striatin-interacting protein 1 isoform X1
LOC412331,XP_006564788.1,GB46594,NA,XP_012175768.1,LOC100642989,striatin-interacting protein 1 isoform X2
LOC412331,XP_006564789.1,GB46594,NA,NA,NA,NA
LOC412332,XP_395793.2,GB51246,GB14508,XP_012166093.1,LOC100649998,mediator of RNA polymerase II transcription subunit 23
LOC412339,XP_016768205.1,GB52164,GB12759,XP_003396102.1,LOC100647145,cyclin-dependent kinase 7
LOC412341,XP_395802.1,GB46888,GB19384,XP_003394455.1,LOC100644007,alpha-methylacyl-CoA racemase isoform X1
LOC412342,XP_003249557.1,GB46916,GB16810,XP_003394456.1,LOC100644122,cyclin-related protein FAM58A isoform X1
LOC412343,XP_395804.2,GB45877,GB11611,XP_003396600.1,LOC100649535,sesquipedalian-1-like
LOC412343,XP_016768715.1,GB45877,NA,NA,NA,NA
LOC412345,XP_003249381.1,GB53091,GB17566,XP_003394920.1,LOC100652034,exosome complex component RRP41 isoform X1
LOC412346,XP_395807.2,GB46972,GB16280,XP_003398835.1,LOC100645383,vacuolar protein sorting-associated protein 52 homolog
LOC412348,XP_016770813.1,GB44990,GB11921,XP_012169652.1,LOC100645845,mediator of RNA polymerase II transcription subunit 19
LOC412348,XP_006566536.1,GB44990,NA,NA,NA,NA
LOC412349,XP_395810.4,GB47606,GB14735,XP_003402252.1,LOC100650347,ER membrane protein complex subunit 4
LOC412350,XP_395811.2,GB43894,GB14923,XP_012175079.1,LOC100649243,histone deacetylase 3
LOC412351,XP_395812.4,GB40239,GB19756,XP_012172348.1,LOC100651583,E3 ubiquitin-protein ligase TM129 isoform X1
LOC412351,XP_006558383.1,GB40239,NA,NA,NA,NA
LOC412353,XP_016770894.1,GB53967,NA,XP_003402310.1,LOC100648000,polyubiquitin-B
LOC412353,XP_016770898.1,GB53967,NA,NA,NA,NA
LOC412354,XP_006571744.1,GB53970,GB15509,XP_003402508.2,LOC100643023,titin-like
LOC412354,XP_006571742.1,GB53970,NA,NA,NA,NA
LOC412354,XP_016770882.1,GB53970,NA,NA,NA,NA
LOC412355,XP_016772995.1,GB52661,GB16108,XP_012175392.1,LOC100651472,LOW QUALITY PROTEIN: diacylglycerol kinase eta
LOC412357,XP_395818.2,GB47627,GB14754,XP_012173675.1,LOC100643915,LOW QUALITY PROTEIN: GA-binding protein subunit beta-1
LOC412357,XP_006561423.1,GB47627,NA,NA,NA,NA
LOC412357,XP_006561424.1,GB47627,NA,NA,NA,NA
LOC412357,XP_006561425.1,GB47627,NA,NA,NA,NA
LOC412360,XP_016768411.1,GB45423,GB10430,XP_012163117.1,LOC100646102,ubiquitin-conjugating enzyme E2Q-like protein CG4502
LOC412361,XP_016773310.1,GB51536,GB11881,XP_012165526.1,LOC100643230,PCTP-like protein isoform X1
LOC412362,XP_395823.4,GB51634,GB10888,XP_012165551.1,LOC100648849,glucose 1%2C6-bisphosphate synthase isoform X2
LOC412363,XP_395824.1,GB54266,GB13434,XP_012167804.1,LOC105666119,cilia- and flagella-associated protein 20
LOC412366,XP_395826.2,GB45418,GB15726,XP_003394800.1,LOC100647373,NFU1 iron-sulfur cluster scaffold homolog%2C mitochondrial-like
LOC412367,XP_395827.2,GB45419,GB14192,XP_003394798.1,LOC100647138,39S ribosomal protein L15%2C mitochondrial
LOC412371,XP_006565557.1,GB42495,GB18988,XP_012165681.1,LOC100642693,CCR4-NOT transcription complex subunit 1 isoform X1
LOC412371,XP_006565558.1,GB42495,NA,XP_012165682.1,LOC100642693,CCR4-NOT transcription complex subunit 1 isoform X2
LOC412371,XP_016768556.1,GB42495,NA,NA,NA,NA
LOC412371,XP_016768557.1,GB42495,NA,NA,NA,NA
LOC412372,XP_016768558.1,GB42418,GB15287,XP_003396627.1,LOC100642881,pyruvate dehydrogenase phosphatase regulatory subunit%2C mitochondrial
LOC412375,XP_395833.4,GB55161,GB12172,XP_003396717.1,LOC100643529,nudC domain-containing protein 3
LOC412375,XP_006559032.1,GB55161,NA,NA,NA,NA
LOC412375,XP_016770507.1,GB55161,NA,NA,NA,NA
LOC412377,XP_395835.2,GB43888,GB16148,XP_003403095.1,LOC100650510,parafibromin
LOC412378,XP_016767798.1,GB44415,GB17085,XP_012164070.1,LOC100647180,putative deoxyribonuclease TATDN1
LOC412378,XP_006567967.1,GB44415,NA,NA,NA,NA
LOC412378,XP_006567968.1,GB44415,NA,NA,NA,NA
LOC412378,XP_006567969.1,GB44415,NA,NA,NA,NA
LOC412378,XP_006567970.1,GB44415,NA,NA,NA,NA
LOC412379,XP_006557809.1,GB54389,GB10214,XP_012170269.1,LOC100646432,copper-transporting ATPase 1 isoform X4
LOC412379,XP_006557810.1,GB54389,NA,XP_012170268.1,LOC100646432,copper-transporting ATPase 1 isoform X3
LOC412379,XP_395837.3,GB54389,NA,XP_012170267.1,LOC100646432,copper-transporting ATPase 1 isoform X2
LOC412381,XP_395839.1,GB46707,GB16268,XP_003395516.1,LOC100645242,vacuolar protein-sorting-associated protein 25
LOC412382,XP_395840.2,GB46763,GB16911,XP_012163934.1,LOC100645369,LOW QUALITY PROTEIN: excitatory amino acid transporter 1-like
LOC412384,XP_395842.2,GB54971,GB12345,XP_003392865.1,LOC100642910,BTB/POZ domain-containing protein 9 isoform X1
LOC412384,XP_006571528.1,GB54971,NA,NA,NA,NA
LOC412386,XP_395844.3,GB50701,GB19290,XP_003402232.1,LOC100647947,pleckstrin homology domain-containing family M member 1
LOC412388,XP_623701.2,GB50867,GB10035,XP_003399915.1,LOC100650126,cell differentiation protein RCD1 homolog
LOC412388,XP_006572212.1,GB50867,NA,NA,NA,NA
LOC412391,XP_016769207.1,GB41177,GB11960,NA,NA,NA
LOC412391,XP_016769201.1,GB41177,NA,NA,NA,NA
LOC412391,XP_016769202.1,GB41177,NA,XP_012166410.1,LOC100650204,transient receptor potential cation channel trpm isoform X2
LOC412391,XP_016769203.1,GB41177,NA,XP_012166411.1,LOC100650204,transient receptor potential cation channel trpm isoform X3
LOC412391,XP_016769204.1,GB41177,NA,XP_012166412.1,LOC100650204,transient receptor potential cation channel trpm isoform X4
LOC412391,XP_016769205.1,GB41177,NA,NA,NA,NA
LOC412391,XP_016769208.1,GB41177,NA,NA,NA,NA
LOC412391,XP_016769209.1,GB41177,NA,NA,NA,NA
LOC412391,XP_395849.4,GB41177,NA,XP_012166409.1,LOC100650204,transient receptor potential cation channel trpm isoform X1
LOC412393,XP_395851.2,GB49628,GB13427,XP_012166083.1,LOC100648827,cytosolic non-specific dipeptidase
LOC412394,XP_395852.4,GB49621,GB17900,XP_012166084.1,LOC100644255,alpha-L-fucosidase
LOC412394,XP_016772826.1,GB49621,NA,NA,NA,NA
LOC412396,XP_006572317.1,GB42929,GB20012,XP_012164661.1,LOC100642567,cytochrome c oxidase subunit 4 isoform 1%2C mitochondrial-like
LOC412397,XP_623089.2,GB40948,GB14914,XP_012174483.1,LOC100650749,uncharacterized protein LOC100650749
LOC412397,XP_006562818.1,GB40948,NA,NA,NA,NA
LOC412397,XP_006562819.1,GB40948,NA,NA,NA,NA
LOC412398,XP_006569757.1,GB51713,GB12286,XP_012173178.1,LOC100642229,macoilin-1 isoform X2
LOC412398,XP_006569756.1,GB51713,NA,NA,NA,NA
LOC412398,XP_006569758.1,GB51713,NA,XP_012173179.1,LOC100642229,macoilin-1 isoform X3
LOC412398,XP_006569759.1,GB51713,NA,NA,NA,NA
LOC412398,XP_006569760.1,GB51713,NA,NA,NA,NA
LOC412398,XP_016769259.1,GB51713,NA,XP_012173177.1,LOC100642229,macoilin-1 isoform X1
LOC412399,XP_395856.2,GB48846,GB13312,XP_012170387.1,LOC100644938,organic cation transporter protein-like
LOC412401,XP_006572145.2,GB51642,NA,NA,NA,NA
LOC412401,XP_016772866.1,GB51642,NA,NA,NA,NA
LOC412401,XP_016772867.1,GB51642,NA,XP_003395415.2,LOC100643157,very low-density lipoprotein receptor-like
LOC412401,XP_016772868.1,GB51642,NA,NA,NA,NA
LOC412406,XP_006571452.1,GB51542,GB13646,XP_003393179.1,LOC100642191,PH-interacting protein isoform X1
LOC412407,XP_395864.3,GB48933,GB19969,XP_003392894.1,LOC100646815,methenyltetrahydrofolate synthase domain-containing protein
LOC412408,XP_395865.4,GB46751,GB17050,XP_003395373.1,LOC100647613,nuclear export mediator factor NEMF homolog
LOC412408,XP_006562162.1,GB46751,NA,NA,NA,NA
LOC412409,XP_395866.2,GB45280,GB17122,XP_003399084.1,LOC100645844,mitochondrial import inner membrane translocase subunit TIM44
LOC412410,XP_395867.4,GB41024,GB14432,XP_003396728.1,LOC100644888,U3 small nucleolar RNA-associated protein 6 homolog
LOC412410,XP_006568203.1,GB41024,NA,NA,NA,NA
LOC412412,XP_395869.3,GB48955,GB13767,XP_003392883.1,LOC100645110,microfibrillar-associated protein 1
LOC412412,XP_016773214.1,GB48955,NA,NA,NA,NA
LOC412412,XP_016773218.1,GB48955,NA,NA,NA,NA
LOC412414,XP_006566542.1,GB45185,GB12706,XP_003399313.1,LOC100644857,FAS-associated factor 2
LOC412416,XP_395873.4,GB49608,GB19805,XP_012169521.1,LOC100642857,protein angel
LOC412416,XP_006560673.1,GB49608,NA,NA,NA,NA
LOC412419,XP_016766857.1,GB46903,GB19390,XP_003394553.1,LOC100646461,LOW QUALITY PROTEIN: ribosomal protein S6 kinase beta-1-like
LOC412420,XP_395877.1,GB46904,GB11372,XP_003394559.1,LOC100647136,thioredoxin domain-containing protein 17-like
LOC412422,XP_395879.3,GB49844,GB17026,XP_012168815.1,LOC100647745,mediator of RNA polymerase II transcription subunit 1 isoform X1
LOC412422,XP_006563372.1,GB49844,NA,XP_012168817.1,LOC100647745,mediator of RNA polymerase II transcription subunit 1 isoform X2
LOC412423,XP_395880.4,GB47660,GB10809,XP_012166168.1,LOC100648137,alpha-1%2C3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
LOC412423,XP_006558681.1,GB47660,NA,NA,NA,NA
LOC412423,XP_006558682.1,GB47660,NA,NA,NA,NA
LOC412424,XP_006559341.1,GB43781,NA,XP_012171446.1,LOC100649472,mitochondrial 2-oxoglutarate/malate carrier protein-like
LOC412426,XP_395883.2,GB45702,GB17244,XP_012164142.1,LOC105665756,ubiquinone biosynthesis monooxygenase COQ6 isoform X2
LOC412426,XP_006570270.1,GB45702,NA,NA,NA,NA
LOC412427,NP_001159378.1,GB10293,GB10293,XP_012171701.1,LOC100646008,protein aubergine-like
LOC412430,XP_016772252.1,GB46177,GB17905,XP_012172700.1,LOC100652175,major facilitator superfamily domain-containing protein 6
LOC412430,XP_006558342.1,GB46177,NA,NA,NA,NA
LOC412430,XP_006558343.1,GB46177,NA,NA,NA,NA
LOC412431,XP_006562424.1,GB54610,GB16068,XP_003398422.1,LOC100644213,thiamine transporter 2-like
LOC412432,XP_395889.5,GB42112,GB16435,XP_003394110.1,LOC100650393,cyclic AMP-dependent transcription factor ATF-6 alpha isoform X1
LOC412435,XP_395892.2,GB45649,GB18325,XP_003395629.1,LOC100649089,adenosine 3'-phospho 5'-phosphosulfate transporter 1
LOC412436,XP_016771955.1,GB55307,GB13046,XP_003393502.1,LOC100642747,axonemal 84 kDa protein-like isoform X1
LOC412436,XP_016771951.1,GB55307,NA,NA,NA,NA
LOC412436,XP_016771956.1,GB55307,NA,NA,NA,NA
LOC412436,XP_016771961.1,GB55307,NA,NA,NA,NA
LOC412436,XP_016771966.1,GB55307,NA,NA,NA,NA
LOC412436,XP_016771973.1,GB55307,NA,NA,NA,NA
LOC412436,XP_016771977.1,GB55307,NA,NA,NA,NA
LOC412439,XP_016768837.1,GB40478,GB14562,NA,NA,NA
LOC412439,XP_016768833.1,GB40478,NA,XP_003403114.2,LOC100642625,PDF receptor isoform X1
LOC412439,XP_016768834.1,GB40478,NA,NA,NA,NA
LOC412439,XP_016768835.1,GB40478,NA,NA,NA,NA
LOC412439,XP_016768836.1,GB40478,NA,NA,NA,NA
LOC412442,XP_395899.2,GB44404,GB16118,XP_003403401.2,LOC100651112,retinol dehydrogenase 13-like
LOC412443,XP_006557288.1,GB44397,GB17462,XP_012164401.1,LOC100645947,LOW QUALITY PROTEIN: regulator of microtubule dynamics protein 1-like
LOC412443,XP_395900.2,GB44397,NA,NA,NA,NA
LOC412444,XP_006558948.1,GB41178,GB18178,XP_003397138.1,LOC100644968,chymotrypsin-like elastase family member 2A
LOC412444,XP_006558949.1,GB41178,NA,NA,NA,NA
LOC412444,XP_006558950.1,GB41178,NA,NA,NA,NA
LOC412445,XP_395902.2,GB44704,GB14539,XP_003395604.1,LOC100646178,flavin reductase (NADPH)
LOC412445,XP_016767934.1,GB44704,NA,NA,NA,NA
LOC412446,XP_395903.3,GB47184,GB20109,XP_003402082.1,LOC100649038,SCY1-like protein 2
LOC412448,XP_395905.2,GB42924,GB13098,XP_012164668.1,LOC100643931,zinc transporter ZIP3
LOC412449,XP_395906.3,GB51635,GB10266,XP_003393273.1,LOC100644001,caltractin
LOC412451,XP_006571529.1,GB54972,GB19591,XP_003392864.1,LOC100642790,LOW QUALITY PROTEIN: ankyrin repeat domain-containing protein 13C
LOC412452,XP_006559330.1,GB55103,GB17756,XP_003401448.1,LOC100649312,max-like protein X
LOC412453,XP_395910.3,GB47089,GB13867,XP_012172573.1,LOC100644501,BRCA1-A complex subunit Abraxas-like
LOC412453,XP_006557644.1,GB47089,NA,NA,NA,NA
LOC412454,XP_006564352.2,GB47950,GB17027,XP_012175275.1,LOC100643308,LOW QUALITY PROTEIN: tetratricopeptide repeat protein 37-like
LOC412454,XP_006564351.2,GB47950,NA,NA,NA,NA
LOC412455,XP_016772604.1,GB54378,GB17099,XP_012170075.1,LOC100647077,protein shuttle craft
LOC412455,XP_006557792.1,GB54378,NA,NA,NA,NA
LOC412455,XP_016772603.1,GB54378,NA,NA,NA,NA
LOC412456,XP_395913.3,GB44082,GB12569,XP_003402487.1,LOC100650506,engulfment and cell motility protein 1
LOC412457,XP_395914.1,GB44081,GB16717,XP_012174030.1,LOC100649399,T-cell activation inhibitor%2C mitochondrial-like isoform X3
LOC412457,XP_006567213.1,GB44081,NA,XP_012174026.1,LOC100649399,T-cell activation inhibitor%2C mitochondrial-like isoform X1
LOC412457,XP_016767426.1,GB44081,NA,NA,NA,NA
LOC412458,XP_395915.4,GB40769,GB15506,NA,NA,NA
LOC412459,XP_006559791.1,GB46929,GB16179,XP_003394472.1,LOC100645981,ankyrin repeat domain-containing protein 13D isoform X4
LOC412459,XP_006559790.1,GB46929,NA,XP_012176415.1,LOC100645981,ankyrin repeat domain-containing protein 13D isoform X1
LOC412459,XP_016766684.1,GB46929,NA,XP_012176416.1,LOC100645981,ankyrin repeat domain-containing protein 13D isoform X2
LOC412459,XP_395916.4,GB46929,NA,XP_012176417.1,LOC100645981,ankyrin repeat domain-containing protein 13D isoform X3
LOC412460,XP_395917.2,GB49356,GB15881,XP_012169951.1,LOC100649268,putative cystathionine gamma-lyase 2
LOC412460,XP_006565218.1,GB49356,NA,NA,NA,NA
LOC412464,XP_395921.4,GB49107,GB17908,XP_003394288.1,LOC100642319,nuclear pore complex protein Nup214-like
LOC412465,XP_006557712.1,GB48698,GB20150,XP_003393642.1,LOC100651747,tetraspanin-7-like
LOC412465,XP_006557711.1,GB48698,NA,NA,NA,NA
LOC412467,XP_395924.2,GB44829,GB14677,XP_003397599.1,LOC100642336,bifunctional purine biosynthesis protein PURH
LOC412468,XP_016767736.1,GB45623,GB17424,XP_012164298.1,LOC100646503,protein flightless-1 isoform X1
LOC412470,XP_016772417.1,GB54351,GB17530,NA,NA,NA
LOC412470,XP_395927.4,GB54351,NA,XP_003400001.1,LOC100651498,MAP kinase-interacting serine/threonine-protein kinase 1 isoform X1
LOC412471,XP_395928.4,GB53084,GB18110,XP_003395098.1,LOC100644052,activin receptor type-2B isoform X2
LOC412471,XP_006558773.1,GB53084,NA,XP_012163531.1,LOC100644052,activin receptor type-2A isoform X1
LOC412471,XP_016767505.1,GB53084,NA,NA,NA,NA
LOC412472,XP_395929.2,GB53092,GB17974,XP_003395152.1,LOC100650921,protein lethal(2)denticleless
LOC412472,XP_006558740.1,GB53092,NA,NA,NA,NA
LOC412473,XP_395930.3,GB50355,GB14554,XP_003394847.1,LOC100643442,LOW QUALITY PROTEIN: 39S ribosomal protein L28%2C mitochondrial
LOC412475,XP_395932.2,GB48727,GB13710,XP_012168396.1,LOC100648564,knirps-related protein-like isoform X1
LOC412475,XP_006559124.1,GB48727,NA,NA,NA,NA
LOC412475,XP_006559125.1,GB48727,NA,NA,NA,NA
LOC412475,XP_016769752.1,GB48727,NA,NA,NA,NA
LOC412475,XP_016769753.1,GB48727,NA,NA,NA,NA
LOC412476,XP_016769750.1,GB48721,GB11633,XP_003398589.1,LOC100643944,kelch-like protein 17 isoform X2
LOC412476,XP_006559126.1,GB48721,NA,NA,NA,NA
LOC412476,XP_006559127.1,GB48721,NA,NA,NA,NA
LOC412476,XP_006559128.1,GB48721,NA,NA,NA,NA
LOC412476,XP_016769751.1,GB48721,NA,NA,NA,NA
LOC412476,XP_395933.4,GB48721,NA,XP_012168393.1,LOC100643944,uncharacterized protein LOC100643944 isoform X1
LOC412478,XP_003250277.1,GB50194,GB19762,XP_003401063.1,LOC100651855,nuclear inhibitor of protein phosphatase 1 isoform X1
LOC412480,XP_395937.6,GB40782,GB15120,XP_003396227.1,LOC100642691,LOW QUALITY PROTEIN: ribosomal RNA processing protein 1 homolog
LOC412481,XP_395938.2,GB46050,GB19892,XP_003396156.1,LOC100643890,protein king tubby isoform X1
LOC412484,NP_001157188.1,GB47805,GB19301,XP_012170795.1,LOC105666394,peptidoglycan-recognition protein SC2-like
LOC412484,XP_006564106.1,GB47805,NA,NA,NA,NA
LOC412487,XP_016767918.1,GB41301,NA,XP_003394667.1,LOC100651153,annexin B9-like
LOC412488,XP_395945.2,GB41341,GB16689,XP_003394663.1,LOC100650554,LOW QUALITY PROTEIN: ribonuclease H2 subunit B
LOC412489,XP_395946.3,GB46216,GB14370,XP_012172690.1,LOC100651701,protein RFT1 homolog isoform X1
LOC412489,XP_016772338.1,GB46216,NA,NA,NA,NA
LOC412491,XP_016768705.1,GB42448,GB10360,NA,NA,NA
LOC412491,XP_395948.4,GB42448,NA,XP_003396881.1,LOC100643653,putative mediator of RNA polymerase II transcription subunit 26 isoform X1
